,ACAO_ABCB4,ACAO_ABEV3,ACAO_AGRO3,ACAO_ALPA4,ACAO_AMAR3,ACAO_AXIA3,ACAO_AXIA6,ACAO_B3SA3,ACAO_BBAS3,ACAO_BBDC3,ACAO_BBDC4,ACAO_BEEF3,ACAO_BRAP4,ACAO_BRKM5,ACAO_BRSR6,ACAO_CGAS5,ACAO_CLSC4,ACAO_CMIG3,ACAO_CMIG4,ACAO_COCE5,ACAO_CPFE3,ACAO_CPLE3,ACAO_CSAN3,ACAO_CSMG3,ACAO_CSNA3,ACAO_CSUD3,ACAO_CYRE3,ACAO_DXCO3,ACAO_EGIE3,ACAO_EMBJ3,ACAO_ENEV3,ACAO_EQTL3,ACAO_EUCA4,ACAO_EVEN3,ACAO_EZTC3,ACAO_FESA4,ACAO_FHER3,ACAO_FLRY3,ACAO_GFSA3,ACAO_GGBR3,ACAO_GGBR4,ACAO_GOAU4,ACAO_GRND3,ACAO_HAGA4,ACAO_HBOR3,ACAO_HYPE3,ACAO_INEP4,ACAO_ISAE4,ACAO_ITSA3,ACAO_ITSA4,ACAO_ITUB3,ACAO_ITUB4,ACAO_JHSF3,ACAO_KEPL3,ACAO_KLBN4,ACAO_LAND3,ACAO_LOGN3,ACAO_LPSB3,ACAO_LREN3,ACAO_MBRF3,ACAO_MDIA3,ACAO_MOTV3,ACAO_MRVE3,ACAO_MULT3,ACAO_MYPK3,ACAO_NATU3,ACAO_ODPV3,ACAO_PETR3,ACAO_PETR4,ACAO_PFRM3,ACAO_PINE4,ACAO_POMO4,ACAO_POSI3,ACAO_PSSA3,ACAO_RADL3,ACAO_RAPT4,ACAO_RDNI3,ACAO_RENT3,ACAO_RIAA3,ACAO_ROMI3,ACAO_SANB11,ACAO_SANB4,ACAO_SBSP3,ACAO_SCAR3,ACAO_SLCE3,ACAO_SMTO3,ACAO_TASA4,ACAO_TCSA3,ACAO_TELB4,ACAO_TGMA3,ACAO_TIMS3,ACAO_TOTS3,ACAO_TPIS3,ACAO_TRIS3,ACAO_UNIP6,ACAO_USIM3,ACAO_USIM5,ACAO_VALE3,ACAO_VIVT3,ACAO_VLID3,ACAO_WEGE3,ACAO_YDUQ3
ACAO_CMIG3,0.0349019565,0.0227942618,0.0125315040,0.0300512576,0.0417327780,0.0652345820,0.0567133557,0.0436176839,0.0508146397,0.0422049698,0.0421556095,0.0191654247,0.0344738862,0.0290904039,0.0421704639,0.0137966318,0.0168676475,0.1186275704,0.0960758438,0.0182606000,0.0375441954,0.0497105716,0.0369709082,0.0434632106,0.0516177959,0.0280423378,0.0497408640,0.0440896579,0.0308492543,0.0241619900,0.0283594583,0.0332976603,0.0256762655,0.0471385104,0.0478853040,0.0253924749,0.0321320061,0.0252814811,0.0463672956,0.0354548209,0.0405996505,0.0446871390,0.0264580351,0.0166061574,0.0511502331,0.0299408453,0.0184722060,0.0281121943,0.0290476071,0.0393615254,0.0342472273,0.0388713871,0.0439330908,0.0202919586,0.0160601600,0.0201801013,0.0345665424,0.0411343554,0.0437409229,0.0282641514,0.0247552008,0.0405093057,0.0440179275,0.0362636770,0.0339881315,0.0373137599,0.0213254667,0.0442576310,0.0451454258,0.0267601578,0.0203069028,0.0381498645,0.0401799029,0.0247635964,0.0211357010,0.0457712104,0.0215572634,0.0399001091,0.0394662483,0.0328427395,0.0379222520,0.0311221049,0.0467986523,0.0195590343,0.0176889217,0.0239920742,0.0228959174,0.0444715757,0.0205795823,0.0387412010,0.0290310883,0.0260888804,0.0342032313,0.0366125932,0.0235137783,0.0349944117,0.0495143751,0.0298492779,0.0215458162,0.0326115403,0.0235993244,0.0415204483
ACAO_CMIG4,0.0381075597,0.0251987949,0.0130047808,0.0327780357,0.0440688741,0.0700905783,0.0619859512,0.0503999126,0.0566897039,0.0473125236,0.0473803519,0.0224642538,0.0361226765,0.0323551312,0.0474193434,0.0135396314,0.0189444435,0.0960758438,0.1155343846,0.0190261099,0.0407632426,0.0540337617,0.0422486510,0.0465044479,0.0560167057,0.0309676426,0.0552181532,0.0474117846,0.0350681919,0.0264613120,0.0305876636,0.0362358206,0.0264243744,0.0505872958,0.0508269488,0.0266088598,0.0319710890,0.0295696561,0.0500118734,0.0384860575,0.0435120654,0.0492356288,0.0299770634,0.0191813340,0.0561571289,0.0340893668,0.0211762844,0.0305018321,0.0323511285,0.0449617651,0.0389867474,0.0441740480,0.0483332178,0.0235360169,0.0186720940,0.0218008087,0.0377577782,0.0429320816,0.0489609627,0.0328130384,0.0257033438,0.0457759169,0.0494538047,0.0414723538,0.0366904383,0.0408078027,0.0234401677,0.0512319799,0.0522962082,0.0276480052,0.0213218692,0.0405008766,0.0431479789,0.0264924421,0.0254373020,0.0500556439,0.0204718215,0.0454190861,0.0422788446,0.0328009351,0.0444156387,0.0357321321,0.0499671494,0.0206459916,0.0182142807,0.0271220274,0.0251716288,0.0482293891,0.0229347026,0.0406375086,0.0328200188,0.0289577685,0.0334208318,0.0371974757,0.0268016797,0.0383627238,0.0549100221,0.0311350876,0.0241852224,0.0331232521,0.0257393023,0.0479450484
ACAO_COCE5,0.0144467722,0.0078296918,0.0074588246,0.0126990759,0.0191203435,0.0231958835,0.0200076019,0.0206632421,0.0179376919,0.0134159636,0.0142922018,0.0095943994,0.0122921979,0.0124035538,0.0170431001,0.0062628711,0.0086729370,0.0182606000,0.0190261099,0.0643801214,0.0133079826,0.0157046535,0.0173161720,0.0143719802,0.0185464769,0.0129037623,0.0208434626,0.0199642086,0.0107590297,0.0073993910,0.0147623765,0.0126302209,0.0139229104,0.0206168272,0.0196557114,0.0130988939,0.0137015460,0.0118335932,0.0221602483,0.0110108586,0.0124885653,0.0152901857,0.0123487149,0.0087817084,0.0204112144,0.0122685247,0.0148428180,0.0091320149,0.0108089546,0.0146405017,0.0130228489,0.0139743645,0.0195292488,0.0092113363,0.0101155772,0.0091825508,0.0130480035,0.0168168481,0.0167417409,0.0131867315,0.0106053973,0.0162161942,0.0207974334,0.0135397047,0.0149908930,0.0161054565,0.0090836410,0.0183622299,0.0191938480,0.0145123180,0.0139593062,0.0170434563,0.0190483738,0.0107601006,0.0103298542,0.0183478297,0.0094804394,0.0176022562,0.0184661104,0.0120106834,0.0131524545,0.0112857144,0.0162291538,0.0090590512,0.0089644090,0.0099278732,0.0126590293,0.0184077092,0.0077884705,0.0173581919,0.0124580317,0.0134188871,0.0162232824,0.0155996315,0.0113295187,0.0135686046,0.0169953665,0.0106007117,0.0091799682,0.0134282290,0.0072283179,0.0173931276
ACAO_CPFE3,0.0221616062,0.0186912792,0.0087551025,0.0221877434,0.0290134403,0.0437602013,0.0385585900,0.0347151774,0.0324693724,0.0301862525,0.0303454518,0.0151121433,0.0211731230,0.0237262815,0.0280573456,0.0085525122,0.0103463342,0.0375441954,0.0407632426,0.0133079826,0.0606801538,0.0329691046,0.0285143122,0.0267255090,0.0322256496,0.0189721153,0.0381938813,0.0294394435,0.0258345824,0.0162901665,0.0206764952,0.0279891093,0.0174004096,0.0359829417,0.0360453939,0.0162600770,0.0162824693,0.0186837334,0.0346020507,0.0215117910,0.0238751707,0.0267101695,0.0208200345,0.0093195470,0.0340851957,0.0232440732,0.0132586022,0.0210894493,0.0221746975,0.0291052916,0.0247517380,0.0287261216,0.0298208476,0.0167865683,0.0133930677,0.0142981037,0.0215192199,0.0290711963,0.0351659136,0.0235013439,0.0184918345,0.0313956803,0.0367617814,0.0310957481,0.0240839074,0.0267550929,0.0159735935,0.0310014961,0.0312235483,0.0138725247,0.0153034602,0.0280825153,0.0253976492,0.0190020382,0.0188801659,0.0301804829,0.0113268685,0.0320611086,0.0314727269,0.0169132009,0.0253402583,0.0212380247,0.0322964944,0.0112262754,0.0137903645,0.0175003503,0.0149987717,0.0331308882,0.0152744075,0.0252760967,0.0225464009,0.0227224775,0.0202831492,0.0244607381,0.0158245646,0.0249726483,0.0288164642,0.0187588308,0.0178445344,0.0226917447,0.0151783347,0.0312063068
ACAO_CPLE3,0.0306897875,0.0200806075,0.0107426638,0.0281141813,0.0344200176,0.0555192978,0.0496614129,0.0417467701,0.0411313598,0.0366110544,0.0369653362,0.0184658658,0.0291027628,0.0267774810,0.0391265658,0.0136230757,0.0144064617,0.0497105716,0.0540337617,0.0157046535,0.0329691046,0.0950859781,0.0358198297,0.0341891470,0.0418413122,0.0245828141,0.0467650121,0.0383370782,0.0275901530,0.0189449366,0.0251307436,0.0314430005,0.0224729215,0.0430389874,0.0423644328,0.0233881661,0.0226391477,0.0231287762,0.0426798985,0.0318303579,0.0341831515,0.0383545157,0.0256708588,0.0140889802,0.0479587284,0.0290202991,0.0222777386,0.0252792771,0.0291046615,0.0344297915,0.0298324279,0.0342713155,0.0406500520,0.0223485036,0.0167177071,0.0168590147,0.0302494191,0.0358770667,0.0412907519,0.0267971349,0.0237304572,0.0376781856,0.0439494672,0.0354544157,0.0313271065,0.0341768184,0.0177748639,0.0399829249,0.0409012057,0.0220912299,0.0161837416,0.0338488613,0.0311315913,0.0229286639,0.0235323878,0.0393390262,0.0167208012,0.0366026315,0.0370261346,0.0264297036,0.0343582817,0.0306053072,0.0399059398,0.0172852836,0.0152896505,0.0222647652,0.0196469604,0.0411275906,0.0196235094,0.0325231261,0.0292955412,0.0247945604,0.0267253347,0.0308607080,0.0213489851,0.0325082004,0.0423027686,0.0253986930,0.0230539985,0.0281576858,0.0209190413,0.0395487979
ACAO_CSAN3,0.0368076366,0.0266187090,0.0169718025,0.0403537560,0.0460315755,0.0502015084,0.0451316396,0.0552879375,0.0500684165,0.0470239666,0.0481310359,0.0282817923,0.0407509196,0.0473032660,0.0426780984,0.0127842995,0.0154895067,0.0369709082,0.0422486510,0.0173161720,0.0285143122,0.0358198297,0.1155696182,0.0320305731,0.0614561564,0.0332827308,0.0601289032,0.0518360378,0.0254128796,0.0272622905,0.0338798796,0.0314429132,0.0288283252,0.0548851906,0.0549890905,0.0345200388,0.0328293177,0.0312109064,0.0596746766,0.0426178881,0.0476652369,0.0503796437,0.0332002862,0.0287553640,0.0617171638,0.0360611070,0.0335159117,0.0230695579,0.0361198824,0.0462418744,0.0400711085,0.0448851682,0.0542593470,0.0281581080,0.0228673003,0.0263546790,0.0367475375,0.0461006514,0.0554483284,0.0401872845,0.0303621043,0.0472687173,0.0621295219,0.0444170775,0.0418916086,0.0447734719,0.0235569019,0.0558004534,0.0555074770,0.0272821384,0.0242032324,0.0407024548,0.0490270416,0.0246227516,0.0317061392,0.0485073104,0.0220495858,0.0544614389,0.0517404652,0.0331493771,0.0435720201,0.0384552399,0.0400319402,0.0182714139,0.0233433104,0.0425067106,0.0333103447,0.0543434871,0.0272240889,0.0414714199,0.0324200814,0.0355411746,0.0333845423,0.0407089632,0.0304012134,0.0450498513,0.0552996135,0.0360196773,0.0240722335,0.0337944238,0.0292344685,0.0526377792
ACAO_CSMG3,0.0286429536,0.0178100667,0.0115230492,0.0254710187,0.0354716269,0.0452795886,0.0402227006,0.0381480270,0.0358327031,0.0307473982,0.0307749174,0.0171912014,0.0239162943,0.0228673373,0.0363181862,0.0109280903,0.0131286212,0.0434632106,0.0465044479,0.0143719802,0.0267255090,0.0341891470,0.0320305731,0.1130600004,0.0375136941,0.0247736144,0.0430345237,0.0358593542,0.0244496634,0.0177679603,0.0225103837,0.0261869741,0.0206862539,0.0412552925,0.0420228807,0.0194931975,0.0234914448,0.0245022722,0.0402918622,0.0255143113,0.0273694935,0.0313020013,0.0255207954,0.0129346833,0.0429942434,0.0245460775,0.0239127460,0.0233310557,0.0233722549,0.0297925334,0.0260404849,0.0289203852,0.0375862256,0.0230749068,0.0118356839,0.0193706168,0.0359113752,0.0387495032,0.0370023547,0.0249395516,0.0225997778,0.0337173721,0.0423909600,0.0320751920,0.0301343311,0.0299419535,0.0173179412,0.0325893624,0.0335379306,0.0233342812,0.0191574922,0.0326811715,0.0318475219,0.0198190153,0.0222624431,0.0383869970,0.0179562666,0.0356215197,0.0387903925,0.0219279572,0.0302315694,0.0275604237,0.0532973087,0.0168126457,0.0161240944,0.0206781845,0.0194881568,0.0408610059,0.0203363605,0.0346059881,0.0244012795,0.0259787634,0.0224014311,0.0314502665,0.0195801004,0.0251062441,0.0338458599,0.0198805079,0.0142161948,0.0294644311,0.0192847178,0.0329299880
ACAO_CSNA3,0.0460481886,0.0298925709,0.0214624679,0.0392503492,0.0510273507,0.0684748583,0.0581434826,0.0646040745,0.0675345807,0.0610693502,0.0626982273,0.0389482456,0.1168731920,0.0691812660,0.0550981867,0.0147452349,0.0238531092,0.0516177959,0.0560167057,0.0185464769,0.0322256496,0.0418413122,0.0614561564,0.0375136941,0.2451947703,0.0414573011,0.0662187474,0.0658289072,0.0262970414,0.0406517053,0.0384125188,0.0284195366,0.0414195234,0.0612580435,0.0525134879,0.0619162083,0.0470767370,0.0285923467,0.0785997259,0.1119096809,0.1287315225,0.1311469684,0.0335099931,0.0332823269,0.0655459187,0.0392733126,0.0426507640,0.0235959583,0.0402184756,0.0563655802,0.0483345307,0.0577866100,0.0601601358,0.0358392205,0.0390787710,0.0313346788,0.0480534691,0.0484696002,0.0554867774,0.0524457401,0.0281534072,0.0481015058,0.0651032592,0.0428943669,0.0534545642,0.0543315639,0.0252666407,0.0850243306,0.0837257382,0.0393834320,0.0309738031,0.0476840034,0.0546460136,0.0281680253,0.0276796656,0.0620551351,0.0272619024,0.0579681980,0.0541551540,0.0467010771,0.0626576281,0.0507848975,0.0466433736,0.0271394782,0.0327813898,0.0341719844,0.0398953777,0.0613491045,0.0420689563,0.0488632838,0.0381096962,0.0332580171,0.0467157108,0.0441614870,0.0445115860,0.1241427258,0.1713608559,0.1130287288,0.0241805677,0.0350308090,0.0329214389,0.0512495879
ACAO_CSUD3,0.0268766996,0.0173708625,0.0147391269,0.0308968140,0.0488742625,0.0348541834,0.0313037253,0.0373956617,0.0321935447,0.0288966789,0.0300518032,0.0198936971,0.0267491272,0.0249464306,0.0317172283,0.0125744883,0.0117230043,0.0280423378,0.0309676426,0.0129037623,0.0189721153,0.0245828141,0.0332827308,0.0247736144,0.0414573011,0.1572382345,0.0445712130,0.0362975198,0.0180159839,0.0223173775,0.0212503190,0.0204385925,0.0263833257,0.0431344823,0.0409976845,0.0246681882,0.0293034606,0.0244694163,0.0488373914,0.0287579356,0.0328028322,0.0342844254,0.0266524777,0.0161641150,0.0517397475,0.0257290675,0.0346562615,0.0139708355,0.0248556908,0.0293759507,0.0263595515,0.0282182411,0.0439241285,0.0254274830,0.0143815327,0.0194463832,0.0300926467,0.0380530924,0.0367917793,0.0251094767,0.0201347436,0.0308682111,0.0422181423,0.0297095650,0.0336663671,0.0328782449,0.0170007199,0.0325379433,0.0334894833,0.0250201529,0.0240886812,0.0326865033,0.0470114952,0.0194536864,0.0168462413,0.0400670291,0.0210874944,0.0334246394,0.0386731790,0.0355155585,0.0266683499,0.0254274381,0.0277378252,0.0184800656,0.0207105434,0.0194401795,0.0251424391,0.0476080128,0.0170783264,0.0331548140,0.0241130356,0.0267928782,0.0321281554,0.0345468164,0.0223675757,0.0319314114,0.0398288591,0.0214013239,0.0159288529,0.0269315744,0.0200704583,0.0367882833
ACAO_CYRE3,0.0506498120,0.0323474562,0.0192015179,0.0589261698,0.0779139372,0.0690016634,0.0607140979,0.0775918067,0.0653388161,0.0585451552,0.0606940447,0.0291826409,0.0397184664,0.0462596002,0.0590300290,0.0150832961,0.0218650583,0.0497408640,0.0552181532,0.0208434626,0.0381938813,0.0467650121,0.0601289032,0.0430345237,0.0662187474,0.0445712130,0.1542793997,0.0750869925,0.0308833839,0.0362393588,0.0403985136,0.0407689000,0.0382049926,0.1056327083,0.1040457064,0.0366653745,0.0399551795,0.0411520661,0.1054917890,0.0469616734,0.0521574335,0.0580366295,0.0458828278,0.0305638076,0.1006520070,0.0537038289,0.0372953349,0.0286708012,0.0436692796,0.0585148083,0.0506878826,0.0579210129,0.0829702635,0.0344659841,0.0230955841,0.0385251835,0.0500531660,0.0706394364,0.0826420899,0.0421945163,0.0380993831,0.0604022936,0.1131212295,0.0643932545,0.0547365897,0.0607927269,0.0326834927,0.0557721363,0.0580925487,0.0391092118,0.0314700929,0.0609799041,0.0696513615,0.0343158692,0.0355549635,0.0726216818,0.0342456986,0.0730038510,0.0748017393,0.0493162193,0.0567190510,0.0499548276,0.0530804626,0.0242774967,0.0246021263,0.0348617128,0.0375638958,0.0895921793,0.0363815268,0.0593324467,0.0414304124,0.0460150852,0.0444514212,0.0741543798,0.0346975122,0.0554998278,0.0683745129,0.0341476456,0.0270410674,0.0453203024,0.0324895852,0.0734031194
ACAO_DXCO3,0.0427600736,0.0281062108,0.0175460235,0.0486762804,0.0593321083,0.0567084269,0.0494617729,0.0630067069,0.0528319144,0.0491084823,0.0497841102,0.0297407794,0.0421618320,0.0458169089,0.0506024437,0.0146662659,0.0169959009,0.0440896579,0.0474117846,0.0199642086,0.0294394435,0.0383370782,0.0518360378,0.0358593542,0.0658289072,0.0362975198,0.0750869925,0.1465600053,0.0272277412,0.0301364757,0.0362285999,0.0317783473,0.0376458853,0.0707819999,0.0691952054,0.0410385779,0.0369851699,0.0329192486,0.0742437055,0.0462418221,0.0535044462,0.0574259299,0.0395938958,0.0246866458,0.0737261047,0.0430910937,0.0340080014,0.0251549684,0.0373080546,0.0482516748,0.0412158679,0.0472053318,0.0600879593,0.0301453607,0.0271702822,0.0304375727,0.0443557918,0.0530076007,0.0657058587,0.0428697008,0.0333191419,0.0483768853,0.0741053185,0.0483797502,0.0496653596,0.0521609601,0.0299411011,0.0505339943,0.0520182369,0.0296144906,0.0295676397,0.0503810103,0.0583761911,0.0293878644,0.0279079295,0.0596128928,0.0279213561,0.0639644845,0.0623195779,0.0419907862,0.0467492751,0.0433461516,0.0434290227,0.0231877865,0.0219872787,0.0352510878,0.0353721829,0.0664242769,0.0256982605,0.0498261894,0.0352555232,0.0392573752,0.0406274914,0.0569715724,0.0352170993,0.0541103498,0.0674421575,0.0374809861,0.0239907285,0.0389069477,0.0322660492,0.0607410385
ACAO_EGIE3,0.0193820475,0.0160899136,0.0067523851,0.0176470645,0.0225988648,0.0371861688,0.0327822702,0.0301338991,0.0298147696,0.0277432860,0.0272687324,0.0120085177,0.0177530887,0.0195730184,0.0259130301,0.0084305580,0.0097606387,0.0308492543,0.0350681919,0.0107590297,0.0258345824,0.0275901530,0.0254128796,0.0244496634,0.0262970414,0.0180159839,0.0308833839,0.0272277412,0.0495385419,0.0115040463,0.0182857101,0.0242858868,0.0147550081,0.0280717881,0.0288368406,0.0126764203,0.0125676176,0.0162766258,0.0270468665,0.0174166668,0.0199197844,0.0225494546,0.0188145272,0.0087577058,0.0303787082,0.0209012804,0.0113062968,0.0198236570,0.0205274199,0.0263940884,0.0217865585,0.0257423143,0.0255347264,0.0136154257,0.0108439172,0.0113651508,0.0197725030,0.0233159854,0.0287163774,0.0182188047,0.0146669951,0.0293394466,0.0292272980,0.0261729893,0.0205305884,0.0234704996,0.0165232669,0.0247996957,0.0253926900,0.0147349685,0.0127750168,0.0221570611,0.0208297081,0.0160187514,0.0181951159,0.0269108892,0.0097375970,0.0272527992,0.0244476313,0.0149612619,0.0249513650,0.0230229202,0.0282280518,0.0096816271,0.0114171178,0.0153713508,0.0123089973,0.0256424545,0.0094301189,0.0211876558,0.0206786936,0.0202001873,0.0177278057,0.0203698624,0.0146379341,0.0172446082,0.0235902303,0.0149260468,0.0157722935,0.0194943897,0.0155670328,0.0271287909
ACAO_EMBJ3,0.0218049719,0.0207662897,0.0094529167,0.0226385341,0.0329943426,0.0302691476,0.0275343775,0.0281939777,0.0274810284,0.0300827612,0.0316114122,0.0216497598,0.0286228434,0.0313304516,0.0287741015,0.0101722108,0.0120962263,0.0241619900,0.0264613120,0.0073993910,0.0162901665,0.0189449366,0.0272622905,0.0177679603,0.0406517053,0.0223173775,0.0362393588,0.0301364757,0.0115040463,0.1269214847,0.0194887643,0.0156233599,0.0254333713,0.0298403163,0.0285977127,0.0198561950,0.0196251396,0.0177751151,0.0379932752,0.0335792094,0.0382262139,0.0376746114,0.0212599479,0.0193809210,0.0347674625,0.0214744889,0.0175528681,0.0112586925,0.0186610492,0.0283612342,0.0258810350,0.0295190647,0.0346803667,0.0145058298,0.0229418299,0.0128685317,0.0237103816,0.0262673657,0.0324456471,0.0196950314,0.0164089027,0.0255492498,0.0361341466,0.0241798267,0.0298029600,0.0283634312,0.0137188643,0.0313139620,0.0296067889,0.0172780144,0.0197850302,0.0262952987,0.0354722999,0.0194860027,0.0149564995,0.0309279881,0.0159602437,0.0299165159,0.0345035112,0.0229019249,0.0335110887,0.0269306167,0.0254355222,0.0131315539,0.0159015446,0.0205629052,0.0202349588,0.0321393211,0.0223205329,0.0253617836,0.0256047799,0.0231703846,0.0259226868,0.0289882601,0.0165559361,0.0335051761,0.0396792081,0.0278618044,0.0150511887,0.0221986885,0.0244888291,0.0340587591
ACAO_ENEV3,0.0209334232,0.0177503835,0.0103704455,0.0338062245,0.0393508535,0.0374969991,0.0300295188,0.0371939403,0.0283861366,0.0263940829,0.0271473209,0.0211385999,0.0252226994,0.0258409261,0.0285009755,0.0113005943,0.0118058334,0.0283594583,0.0305876636,0.0147623765,0.0206764952,0.0251307436,0.0338798796,0.0225103837,0.0384125188,0.0212503190,0.0403985136,0.0362285999,0.0182857101,0.0194887643,0.1647590002,0.0256854307,0.0189444647,0.0404587422,0.0413936108,0.0226858987,0.0230271946,0.0259438606,0.0404072824,0.0227130115,0.0269032014,0.0297749692,0.0242315627,0.0186462230,0.0422918138,0.0266430955,0.0283958519,0.0171260485,0.0186505846,0.0282733020,0.0245627628,0.0262432815,0.0419386494,0.0158643198,0.0183227938,0.0199775725,0.0297865005,0.0316006011,0.0373361603,0.0265275181,0.0231327970,0.0264175806,0.0449908089,0.0286190839,0.0272087676,0.0314739474,0.0178993997,0.0277038181,0.0270415836,0.0236915821,0.0191176546,0.0291582432,0.0371714617,0.0223172826,0.0215466178,0.0318753603,0.0203910188,0.0387552910,0.0414807741,0.0252068323,0.0257434054,0.0215644888,0.0263938511,0.0119818457,0.0165737637,0.0241273606,0.0257411610,0.0377467318,0.0193221083,0.0281320651,0.0218485534,0.0315088523,0.0253933691,0.0385465895,0.0221911463,0.0284750726,0.0398833998,0.0233495238,0.0174706129,0.0219779488,0.0210636513,0.0321729884
ACAO_EQTL3,0.0237607165,0.0176154982,0.0106108245,0.0257127566,0.0325197639,0.0426981188,0.0374971026,0.0363002149,0.0312543335,0.0294561827,0.0292231321,0.0152386587,0.0179837830,0.0229214317,0.0274986040,0.0106832136,0.0108086212,0.0332976603,0.0362358206,0.0126302209,0.0279891093,0.0314430005,0.0314429132,0.0261869741,0.0284195366,0.0204385925,0.0407689000,0.0317783473,0.0242858868,0.0156233599,0.0256854307,0.0634571234,0.0196304219,0.0392512431,0.0392153146,0.0157900506,0.0201687679,0.0239045018,0.0370844297,0.0205991496,0.0224528553,0.0244330904,0.0231215197,0.0154247792,0.0408720774,0.0254487956,0.0154836480,0.0191728906,0.0226240147,0.0290142425,0.0244178974,0.0276444604,0.0342074240,0.0186974917,0.0118227169,0.0135125722,0.0287288409,0.0305055000,0.0376591785,0.0224988769,0.0186716198,0.0316056381,0.0395861994,0.0317786294,0.0241490382,0.0278381223,0.0173849026,0.0275384737,0.0280191343,0.0197425409,0.0155305431,0.0269988735,0.0291273384,0.0174516844,0.0206310535,0.0318001177,0.0142228994,0.0362078716,0.0348508521,0.0229147075,0.0272350028,0.0233280866,0.0333670968,0.0131806789,0.0130786381,0.0196296875,0.0174391201,0.0357110861,0.0151817172,0.0281949481,0.0217729433,0.0250660445,0.0232827591,0.0299709410,0.0183886230,0.0239945659,0.0292299388,0.0151709849,0.0171019703,0.0226461981,0.0186854795,0.0360539436
ACAO_EUCA4,0.0265460398,0.0146640725,0.0116382275,0.0246846485,0.0372683565,0.0321436001,0.0276956942,0.0331967052,0.0317298249,0.0271589966,0.0283531975,0.0177170849,0.0275029344,0.0305299104,0.0292556083,0.0105127132,0.0173951318,0.0256762655,0.0264243744,0.0139229104,0.0174004096,0.0224729215,0.0288283252,0.0206862539,0.0414195234,0.0263833257,0.0382049926,0.0376458853,0.0147550081,0.0254333713,0.0189444647,0.0196304219,0.1906038319,0.0408159608,0.0406351997,0.0298254723,0.0245078216,0.0213520568,0.0420195445,0.0293760695,0.0341390055,0.0354386521,0.0222348710,0.0262707612,0.0458364338,0.0224341780,0.0329816233,0.0123448724,0.0204481169,0.0275968693,0.0229632242,0.0262034250,0.0372052986,0.0183671106,0.0173693305,0.0178970227,0.0309928753,0.0396464628,0.0332494459,0.0224145271,0.0164853753,0.0266556838,0.0405744474,0.0262405137,0.0310726975,0.0277046834,0.0154429136,0.0280258855,0.0280200320,0.0191550099,0.0175503813,0.0292504592,0.0396405535,0.0155029210,0.0122673202,0.0363875073,0.0210133646,0.0279575371,0.0345491061,0.0235393695,0.0265617918,0.0242353702,0.0247221084,0.0138497434,0.0185413406,0.0179190792,0.0256021300,0.0382773404,0.0246094140,0.0283631310,0.0196579354,0.0190962999,0.0294060901,0.0330865898,0.0291987422,0.0329300104,0.0422169543,0.0251285583,0.0142148048,0.0230507587,0.0188558922,0.0379881360
ACAO_EVEN3,0.0503727044,0.0287933787,0.0207185297,0.0534293122,0.0780756723,0.0634368017,0.0545276923,0.0704634124,0.0602014901,0.0536289745,0.0558969175,0.0284137687,0.0357746410,0.0421892834,0.0580342757,0.0162232681,0.0230466218,0.0471385104,0.0505872958,0.0206168272,0.0359829417,0.0430389874,0.0548851906,0.0412552925,0.0612580435,0.0431344823,0.1056327083,0.0707819999,0.0280717881,0.0298403163,0.0404587422,0.0392512431,0.0408159608,0.1707643380,0.0962549945,0.0350955107,0.0444416464,0.0395205836,0.1034435922,0.0439054538,0.0483195846,0.0524492989,0.0472887292,0.0269648349,0.1010613156,0.0478108701,0.0345885583,0.0265433969,0.0397947286,0.0531580648,0.0460414602,0.0523936938,0.0795923910,0.0346525478,0.0204787204,0.0352416243,0.0524359525,0.0730250541,0.0762750628,0.0458764502,0.0380844075,0.0555296935,0.1027548385,0.0605876049,0.0550598113,0.0581823112,0.0328251063,0.0548437892,0.0567271971,0.0407298711,0.0353513499,0.0590877548,0.0645009171,0.0339998771,0.0322447539,0.0707036115,0.0362172079,0.0658381202,0.0706591803,0.0425876071,0.0499241230,0.0419551365,0.0494726618,0.0240361604,0.0233184200,0.0318629558,0.0357373456,0.0919066468,0.0348462844,0.0593924072,0.0370054437,0.0397736186,0.0480709221,0.0761717142,0.0367720327,0.0517966508,0.0649290708,0.0311962053,0.0253017831,0.0493895657,0.0294743101,0.0731017432
